select count(*) count, SID, json_group_array(distinct SoundFile) uniq_files, json_group_array(distinct Ex) uniq_exs, json_group_array(SoundFile) files, json_group_array(Ex) exs from examples group by SID having count > 1 order by count desc;
count	SID	uniq_files	uniq_exs	files	exs
2	21912	["x","htm_21912.wav"]	["ヌ⸢ザキ⸣ヌ　⸢ムイ⸣ルカー　パ⸢タ⸣ケー　ス⸢クララ⸣ヌ"]	["x","htm_21912.wav"]	["ヌ⸢ザキ⸣ヌ　⸢ムイ⸣ルカー　パ⸢タ⸣ケー　ス⸢クララ⸣ヌ","ヌ⸢ザキ⸣ヌ　⸢ムイ⸣ルカー　パ⸢タ⸣ケー　ス⸢クララ⸣ヌ"]
2	21865	["htm_21865.wav","x"]	["ナ⸢キブガリル⸣　シ⸢タ⸣ユー　ニ⸢ビナーン⸣ワー⸢ン⸣ノー"]	["htm_21865.wav","x"]	["ナ⸢キブガリル⸣　シ⸢タ⸣ユー　ニ⸢ビナーン⸣ワー⸢ン⸣ノー","ナ⸢キブガリル⸣　シ⸢タ⸣ユー　ニ⸢ビナーン⸣ワー⸢ン⸣ノー"]
2	21862	["htm_21862.wav","x"]	["パ⸢ナシ⸣ヌ　⸣ドゥク　ウ⸢ムッ⸣サティ　ナ⸢キバライ　シーベー"]	["htm_21862.wav","x"]	["パ⸢ナシ⸣ヌ　⸣ドゥク　ウ⸢ムッ⸣サティ　ナ⸢キバライ　シーベー","パ⸢ナシ⸣ヌ　⸣ドゥク　ウ⸢ムッ⸣サティ　ナ⸢キバライ　シーベー"]
2	21827	["htm_21827.wav","x"]	["⸣アッパー　マ⸢ナマー⸣キン　ッ⸢サーク⸣バ　ナ⸢ガワチライ　シー　オー⸣ル"]	["htm_21827.wav","x"]	["⸣アッパー　マ⸢ナマー⸣キン　ッ⸢サーク⸣バ　ナ⸢ガワチライ　シー　オー⸣ル","⸣アッパー　マ⸢ナマー⸣キン　ッ⸢サーク⸣バ　ナ⸢ガワチライ　シー　オー⸣ル"]
2	21825	["htm_21825.wav","x"]	["ナ⸢カユッ⸣カー　ピ⸢ソー⸣ンダ　ミ⸢ツァール⸣　ビ⸢ラリン"]	["htm_21825.wav","x"]	["ナ⸢カユッ⸣カー　ピ⸢ソー⸣ンダ　ミ⸢ツァール⸣　ビ⸢ラリン","ナ⸢カユッ⸣カー　ピ⸢ソー⸣ンダ　ミ⸢ツァール⸣　ビ⸢ラリン"]
2	21818	["htm_21818.wav","x"]	["ナ⸢カシ⸣ヌ　⸢タータバル⸣ヌ　⸢ターマー⸣ル　⸢シー⸣　クー"]	["htm_21818.wav","x"]	["ナ⸢カシ⸣ヌ　⸢タータバル⸣ヌ　⸢ターマー⸣ル　⸢シー⸣　クー","ナ⸢カシ⸣ヌ　⸢タータバル⸣ヌ　⸢ターマー⸣ル　⸢シー⸣　クー"]
2	21795	["x","htm_21795.wav"]	["⸢イー⸣ヤ　バ⸢タ⸣ミツンケン　ッ⸢ふァームティ⸣　　ナ⸢カラ⸣バタ　ッ⸢ふァイヤー⸣テー　⸢ターシグ⸣トー　ナ⸢ラ⸣ヌ"]	["x","htm_21795.wav"]	["⸢イー⸣ヤ　バ⸢タ⸣ミツンケン　ッ⸢ふァームティ⸣　　ナ⸢カラ⸣バタ　ッ⸢ふァイヤー⸣テー　⸢ターシグ⸣トー　ナ⸢ラ⸣ヌ","⸢イー⸣ヤ　バ⸢タ⸣ミツンケン　ッ⸢ふァームティ⸣　　ナ⸢カラ⸣バタ　ッ⸢ふァイヤー⸣テー　⸢ターシグ⸣トー　ナ⸢ラ⸣ヌ"]
2	21790	["htm_21790.wav","x"]	["シ⸢グトー⸣　ウ⸢ブナカラー⸣　ウ⸢チナシ⸣　ブーバン　⸢ナー"]	["htm_21790.wav","x"]	["シ⸢グトー⸣　ウ⸢ブナカラー⸣　ウ⸢チナシ⸣　ブーバン　⸢ナー","シ⸢グトー⸣　ウ⸢ブナカラー⸣　ウ⸢チナシ⸣　ブーバン　⸢ナー"]
2	21752	["x","htm_21752.wav"]	["パ⸢タキ⸣ヌ　ナ⸢カフク⸣ルナー　ウ⸢ブイシ⸣ヌ　⸣アン"]	["x","htm_21752.wav"]	["パ⸢タキ⸣ヌ　ナ⸢カフク⸣ルナー　ウ⸢ブイシ⸣ヌ　⸣アン","パ⸢タキ⸣ヌ　ナ⸢カフク⸣ルナー　ウ⸢ブイシ⸣ヌ　⸣アン"]
2	21713	["htm_21713.wav","x"]	["⸣ドゥク　⸢マイ⸣ヤ　⸣ムノー　ア⸢ラン⸣ドーシ　ナ⸢カディ⸣　ムノーラ　ッ⸢ふィーリ⸣バ"]	["htm_21713.wav","x"]	["⸣ドゥク　⸢マイ⸣ヤ　⸣ムノー　ア⸢ラン⸣ドーシ　ナ⸢カディ⸣　ムノーラ　ッ⸢ふィーリ⸣バ","⸣ドゥク　⸢マイ⸣ヤ　⸣ムノー　ア⸢ラン⸣ドーシ　ナ⸢カディ⸣　ムノーラ　ッ⸢ふィーリ⸣バ"]
2	21704	["htm_21704.wav","x"]	["⸢ゾー⸣ブンニ　ダ⸢カン⸣カー　ッ⸢ふァ⸣　ナ⸢カスン⸠ダー"]	["htm_21704.wav","x"]	["⸢ゾー⸣ブンニ　ダ⸢カン⸣カー　ッ⸢ふァ⸣　ナ⸢カスン⸠ダー","⸢ゾー⸣ブンニ　ダ⸢カン⸣カー　ッ⸢ふァ⸣　ナ⸢カスン⸠ダー"]
2	21692	["x","htm_21692.wav"]	["ナ⸢カディ⸣ウンラ　⸢カーシ⸣バ"]	["x","htm_21692.wav"]	["ナ⸢カディ⸣ウンラ　⸢カーシ⸣バ","ナ⸢カディ⸣ウンラ　⸢カーシ⸣バ"]
2	21619	["x","htm_21619.wav"]	["ムー⸢ル　ナイトー⸣シ"]	["x","htm_21619.wav"]	["ムー⸢ル　ナイトー⸣シ","ムー⸢ル　ナイトー⸣シ"]
2	21618	["x","htm_21618.wav"]	["⸣アイブ　⸣ムノー　ムー⸢ル　ナイトー⸣シェー　⸣ミサムヌ"]	["x","htm_21618.wav"]	["⸣アイブ　⸣ムノー　ムー⸢ル　ナイトー⸣シェー　⸣ミサムヌ","⸣アイブ　⸣ムノー　ムー⸢ル　ナイトー⸣シェー　⸣ミサムヌ"]
2	21617	["x","htm_21617.wav"]	["⸢ナイトー⸣シ　⸣ミサカー　⸢ナイトー⸣ス　⸣クトー　ナルン⸢ダー"]	["x","htm_21617.wav"]	["⸢ナイトー⸣シ　⸣ミサカー　⸢ナイトー⸣ス　⸣クトー　ナルン⸢ダー","⸢ナイトー⸣シ　⸣ミサカー　⸢ナイトー⸣ス　⸣クトー　ナルン⸢ダー"]
2	21616	["x","htm_21616.wav"]	["ッ⸢サ⸣バー　⸢ナイトー⸣スンティ　⸢ベー⸣ンドゥ　⸢タンガ⸣シェー　⸢ナイトーサラ⸣ヌ"]	["x","htm_21616.wav"]	["ッ⸢サ⸣バー　⸢ナイトー⸣スンティ　⸢ベー⸣ンドゥ　⸢タンガ⸣シェー　⸢ナイトーサラ⸣ヌ","ッ⸢サ⸣バー　⸢ナイトー⸣スンティ　⸢ベー⸣ンドゥ　⸢タンガ⸣シェー　⸢ナイトーサラ⸣ヌ"]
2	21602	["x","htm_21602.wav"]	["⸢ナイ⸣ヤー　⸢ヌー⸣ル　ナ⸢ガー⸣ワ(⸢ナー⸣ワ)"]	["x","htm_21602.wav"]	["⸢ナイ⸣ヤー　⸢ヌー⸣ル　ナ⸢ガー⸣ワ(⸢ナー⸣ワ)","⸢ナイ⸣ヤー　⸢ヌー⸣ル　ナ⸢ガー⸣ワ(⸢ナー⸣ワ)"]
2	21601	["x","htm_21601.wav"]	["⸢ナイ⸣ヌ　ナ⸢ガー⸣モーラ(⸢ナー⸣モーラ)　イ⸢ラ⸣ビ　⸣トゥリバ"]	["x","htm_21601.wav"]	["⸢ナイ⸣ヌ　ナ⸢ガー⸣モーラ(⸢ナー⸣モーラ)　イ⸢ラ⸣ビ　⸣トゥリバ","⸢ナイ⸣ヌ　ナ⸢ガー⸣モーラ(⸢ナー⸣モーラ)　イ⸢ラ⸣ビ　⸣トゥリバ"]
2	21563	["x","htm_21563.wav"]	["⸢ナー⸣リ"]	["x","htm_21563.wav"]	["⸢ナー⸣リ","⸢ナー⸣リ"]
2	21562	["x","htm_21562.wav"]	["⸣クマーラ　⸢ナー⸣ル　⸣クトー　⸢ナーヌ⸣ヌ　⸢パー⸣ク　⸢ナー⸣レー　⸣ミサムヌ"]	["x","htm_21562.wav"]	["⸣クマーラ　⸢ナー⸣ル　⸣クトー　⸢ナーヌ⸣ヌ　⸢パー⸣ク　⸢ナー⸣レー　⸣ミサムヌ","⸣クマーラ　⸢ナー⸣ル　⸣クトー　⸢ナーヌ⸣ヌ　⸢パー⸣ク　⸢ナー⸣レー　⸣ミサムヌ"]
2	21561	["x","htm_21561.wav"]	["⸢ナー⸣リ　⸣パレーン"]	["x","htm_21561.wav"]	["⸢ナー⸣リ　⸣パレーン","⸢ナー⸣リ　⸣パレーン"]
2	21560	["x","htm_21560.wav"]	["ミ⸢ジェー⸣　ク⸢マー⸣ニ　⸢ナー⸣ルンティ　シ⸢タヌ　ナーラン⸣バン"]	["x","htm_21560.wav"]	["ミ⸢ジェー⸣　ク⸢マー⸣ニ　⸢ナー⸣ルンティ　シ⸢タヌ　ナーラン⸣バン","ミ⸢ジェー⸣　ク⸢マー⸣ニ　⸢ナー⸣ルンティ　シ⸢タヌ　ナーラン⸣バン"]
2	21554	["x","htm_21554.wav"]	["⸢ナーリ⸣リ"]	["x","htm_21554.wav"]	["⸢ナーリ⸣リ","⸢ナーリ⸣リ"]
2	21553	["x","htm_21553.wav"]	["⸢タイ⸣フーナー　ムー⸢ルバー⸣キ　⸢ナーリ⸣レー　⸣ミサタムヌ"]	["x","htm_21553.wav"]	["⸢タイ⸣フーナー　ムー⸢ルバー⸣キ　⸢ナーリ⸣レー　⸣ミサタムヌ","⸢タイ⸣フーナー　ムー⸢ルバー⸣キ　⸢ナーリ⸣レー　⸣ミサタムヌ"]
2	21552	["x","htm_21552.wav"]	["⸢ナーリヤッ⸣サンティ　シ⸢タンティン⸣　シ⸢グ　ナーリ⸣ル　⸣クトー　⸢ナーン⸣パジ"]	["x","htm_21552.wav"]	["⸢ナーリヤッ⸣サンティ　シ⸢タンティン⸣　シ⸢グ　ナーリ⸣ル　⸣クトー　⸢ナーン⸣パジ","⸢ナーリヤッ⸣サンティ　シ⸢タンティン⸣　シ⸢グ　ナーリ⸣ル　⸣クトー　⸢ナーン⸣パジ"]
2	21551	["x","htm_21551.wav"]	["ク⸢ヌ⸣　アミシェー　ムー⸢ル　ナーリ⸣ルンティ　ウ⸢ムータン⸣ドゥ　⸢ナン⸣ゾー　⸢ナーリラン⸣シェン"]	["x","htm_21551.wav"]	["ク⸢ヌ⸣　アミシェー　ムー⸢ル　ナーリ⸣ルンティ　ウ⸢ムータン⸣ドゥ　⸢ナン⸣ゾー　⸢ナーリラン⸣シェン","ク⸢ヌ⸣　アミシェー　ムー⸢ル　ナーリ⸣ルンティ　ウ⸢ムータン⸣ドゥ　⸢ナン⸣ゾー　⸢ナーリラン⸣シェン"]
2	21545	["x","htm_21545.wav"]	["カ⸢ジフキヌ⸣　アトー　⸢ナーリ⸣ムヌ　プ⸢サイン⸣　パ⸢マー　パッ⸣タ"]	["x","htm_21545.wav"]	["カ⸢ジフキヌ⸣　アトー　⸢ナーリ⸣ムヌ　プ⸢サイン⸣　パ⸢マー　パッ⸣タ","カ⸢ジフキヌ⸣　アトー　⸢ナーリ⸣ムヌ　プ⸢サイン⸣　パ⸢マー　パッ⸣タ"]
2	21533	["x","htm_21533.wav"]	["⸢ナーラ⸣シバ"]	["x","htm_21533.wav"]	["⸢ナーラ⸣シバ","⸢ナーラ⸣シバ"]
2	21532	["x","htm_21532.wav"]	["⸣クマーラ　⸢ナーラ⸣シェー　⸣ミサムヌ"]	["x","htm_21532.wav"]	["⸣クマーラ　⸢ナーラ⸣シェー　⸣ミサムヌ","⸣クマーラ　⸢ナーラ⸣シェー　⸣ミサムヌ"]
2	21531	["x","htm_21531.wav"]	["⸢ナーラ⸣シ　⸣ミサカー　⸢ナーラ⸣ス　⸣クトー　⸣ナルン"]	["x","htm_21531.wav"]	["⸢ナーラ⸣シ　⸣ミサカー　⸢ナーラ⸣ス　⸣クトー　⸣ナルン","⸢ナーラ⸣シ　⸣ミサカー　⸢ナーラ⸣ス　⸣クトー　⸣ナルン"]
2	21530	["x","htm_21530.wav"]	["ク⸢レー　ナーラサラ⸣ヌ"]	["x","htm_21530.wav"]	["ク⸢レー　ナーラサラ⸣ヌ","ク⸢レー　ナーラサラ⸣ヌ"]
2	21529	["x","htm_21529.wav"]	["シ⸢マッサル⸣ヌ　⸣ピン　⸢イソーパーレー　⸢シーティ⸣　ヤ⸢ナ⸣ムヌ　フ⸢ネー⸣マナ　⸢ヌーシティ⸣　ス⸢ナカー⸣ラ　⸢ナーラ⸣スンティ　ス⸢コーリ　オーッ⸣タ"]	["x","htm_21529.wav"]	["シ⸢マッサル⸣ヌ　⸣ピン　⸢イソーパーレー　⸢シーティ⸣　ヤ⸢ナ⸣ムヌ　フ⸢ネー⸣マナ　⸢ヌーシティ⸣　ス⸢ナカー⸣ラ　⸢ナーラ⸣スンティ　ス⸢コーリ　オーッ⸣タ","シ⸢マッサル⸣ヌ　⸣ピン　⸢イソーパーレー　⸢シーティ⸣　ヤ⸢ナ⸣ムヌ　フ⸢ネー⸣マナ　⸢ヌーシティ⸣　ス⸢ナカー⸣ラ　⸢ナーラ⸣スンティ　ス⸢コーリ　オーッ⸣タ"]
2	21508	["x","htm_21508.wav"]	["ア⸢ドゥ⸣ヌ　⸢ナーミチェー⸣　ヤ⸢ラ⸣ビ　⸢タン⸣ガー　パ⸢ラサラ⸣ヌ"]	["x","htm_21508.wav"]	["ア⸢ドゥ⸣ヌ　⸢ナーミチェー⸣　ヤ⸢ラ⸣ビ　⸢タン⸣ガー　パ⸢ラサラ⸣ヌ","ア⸢ドゥ⸣ヌ　⸢ナーミチェー⸣　ヤ⸢ラ⸣ビ　⸢タン⸣ガー　パ⸢ラサラ⸣ヌ"]
2	21492	["htm_21492.wav","x"]	["ウ⸢レー　ナーパン⸣シ　ア⸢ラ⸣クンダー　シ⸢ベー　オーラヌ"]	["htm_21492.wav","x"]	["ウ⸢レー　ナーパン⸣シ　ア⸢ラ⸣クンダー　シ⸢ベー　オーラヌ","ウ⸢レー　ナーパン⸣シ　ア⸢ラ⸣クンダー　シ⸢ベー　オーラヌ"]
2	21465	["x","htm_21465.wav"]	["ク⸢ヌ⸣　ッ⸢ふァー　ナーナキ　シー⸣ナー　ナ⸢ラ⸣ヌ"]	["x","htm_21465.wav"]	["ク⸢ヌ⸣　ッ⸢ふァー　ナーナキ　シー⸣ナー　ナ⸢ラ⸣ヌ","ク⸢ヌ⸣　ッ⸢ふァー　ナーナキ　シー⸣ナー　ナ⸢ラ⸣ヌ"]
2	21372	["x","htm_21372.wav"]	["⸣クマナーティ　⸣アイブ　⸣クトゥ　⸢シェー⸣　ナ⸢ラ⸣ヌ"]	["x","htm_21372.wav"]	["⸣クマナーティ　⸣アイブ　⸣クトゥ　⸢シェー⸣　ナ⸢ラ⸣ヌ","⸣クマナーティ　⸣アイブ　⸣クトゥ　⸢シェー⸣　ナ⸢ラ⸣ヌ"]
2	21216	["htm_21216.wav","x"]	["ウ⸢ヤ⸣ヌ　⸢テーナイ⸣ユン　⸢シー⸣バ"]	["htm_21216.wav","x"]	["ウ⸢ヤ⸣ヌ　⸢テーナイ⸣ユン　⸢シー⸣バ","ウ⸢ヤ⸣ヌ　⸢テーナイ⸣ユン　⸢シー⸣バ"]
2	21215	["htm_21215.wav","x"]	["⸢マイカリヌ　テー⸣ナイ　⸢シン　パッ⸣タ"]	["htm_21215.wav","x"]	["⸢マイカリヌ　テー⸣ナイ　⸢シン　パッ⸣タ","⸢マイカリヌ　テー⸣ナイ　⸢シン　パッ⸣タ"]
2	21105	["htm_21105.wav","x"]	["トゥ⸢ルバイ⸣バ"]	["htm_21105.wav","x"]	["トゥ⸢ルバイ⸣バ","トゥ⸢ルバイ⸣バ"]
2	21104	["htm_21104.wav","x"]	["トゥ⸢ルバイヤー⸣　ミサムヌ"]	["htm_21104.wav","x"]	["トゥ⸢ルバイヤー⸣　ミサムヌ","トゥ⸢ルバイヤー⸣　ミサムヌ"]
2	21103	["htm_21103.wav","x"]	["トゥ⸢ルバウ⸣　クトゥン　⸣アン"]	["htm_21103.wav","x"]	["トゥ⸢ルバウ⸣　クトゥン　⸣アン","トゥ⸢ルバウ⸣　クトゥン　⸣アン"]
2	21102	["htm_21102.wav","x"]	["トゥ⸢ルバウン⸣カヤーティ　ウ⸢ムータ⸣ヌ　トゥ⸢ルバーンシェン"]	["htm_21102.wav","x"]	["トゥ⸢ルバウン⸣カヤーティ　ウ⸢ムータ⸣ヌ　トゥ⸢ルバーンシェン","トゥ⸢ルバウン⸣カヤーティ　ウ⸢ムータ⸣ヌ　トゥ⸢ルバーンシェン"]
2	21101	["htm_21101.wav","x"]	["トゥ⸢ジヌ　マーラシター⸣　トゥ⸢ルバイティ⸣　ノー⸢ン　シーユーサヌ"]	["htm_21101.wav","x"]	["トゥ⸢ジヌ　マーラシター⸣　トゥ⸢ルバイティ⸣　ノー⸢ン　シーユーサヌ","トゥ⸢ジヌ　マーラシター⸣　トゥ⸢ルバイティ⸣　ノー⸢ン　シーユーサヌ"]
2	21097	["htm_21097.wav","x"]	["⸢ヌーンティル　アイニ⸣　トゥ⸢ルバイカー⸣バイ　⸢シー　ベー⸣ワ"]	["htm_21097.wav","x"]	["⸢ヌーンティル　アイニ⸣　トゥ⸢ルバイカー⸣バイ　⸢シー　ベー⸣ワ","⸢ヌーンティル　アイニ⸣　トゥ⸢ルバイカー⸣バイ　⸢シー　ベー⸣ワ"]
2	21089	["htm_21089.wav","x"]	["⸢トーラ⸣ヌ　⸣ヤドー　トゥ⸢ル⸣クビシ　ス⸢クラ⸣リ　ブ⸢タ⸠ダー"]	["htm_21089.wav","x"]	["⸢トーラ⸣ヌ　⸣ヤドー　トゥ⸢ル⸣クビシ　ス⸢クラ⸣リ　ブ⸢タ⸠ダー","⸢トーラ⸣ヌ　⸣ヤドー　トゥ⸢ル⸣クビシ　ス⸢クラ⸣リ　ブ⸢タ⸠ダー"]
2	21046	["x","htm_21046.wav"]	["トゥ⸢ルヌ⸣　シーナ　⸢コー⸣マ　イ⸢チッ⸣ク　⸣ナシ　⸣シケー"]	["x","htm_21046.wav"]	["トゥ⸢ルヌ⸣　シーナ　⸢コー⸣マ　イ⸢チッ⸣ク　⸣ナシ　⸣シケー","トゥ⸢ルヌ⸣　シーナ　⸢コー⸣マ　イ⸢チッ⸣ク　⸣ナシ　⸣シケー"]
2	21044	["x","htm_21044.wav"]	["⸢マー⸣ビン　トゥ⸢ルッサイ⸣ヤー　⸣ミサムヌ"]	["x","htm_21044.wav"]	["⸢マー⸣ビン　トゥ⸢ルッサイ⸣ヤー　⸣ミサムヌ","⸢マー⸣ビン　トゥ⸢ルッサイ⸣ヤー　⸣ミサムヌ"]
2	21043	["x","htm_21043.wav"]	["⸣ミン　トゥ⸢ルッ⸣サウンティ　⸣ウムーカー　トゥ⸢ルッ⸣サウ　⸣クトー　⸣ナルン"]	["x","htm_21043.wav"]	["⸣ミン　トゥ⸢ルッ⸣サウンティ　⸣ウムーカー　トゥ⸢ルッ⸣サウ　⸣クトー　⸣ナルン","⸣ミン　トゥ⸢ルッ⸣サウンティ　⸣ウムーカー　トゥ⸢ルッ⸣サウ　⸣クトー　⸣ナルン"]
2	21042	["x","htm_21042.wav"]	["⸢ミン⸣マー　トゥ⸢ルッ⸣サイティ　プ⸢スヌ⸣　パ⸢ナ⸣シ　ス⸢クン"]	["x","htm_21042.wav"]	["⸢ミン⸣マー　トゥ⸢ルッ⸣サイティ　プ⸢スヌ⸣　パ⸢ナ⸣シ　ス⸢クン","⸢ミン⸣マー　トゥ⸢ルッ⸣サイティ　プ⸢スヌ⸣　パ⸢ナ⸣シ　ス⸢クン"]
2	21036	["x","htm_21036.wav"]	["⸣ミン　トゥ⸢ルッサイ⸣リ"]	["x","htm_21036.wav"]	["⸣ミン　トゥ⸢ルッサイ⸣リ","⸣ミン　トゥ⸢ルッサイ⸣リ"]
2	21035	["x","htm_21035.wav"]	["トゥ⸢ルッサイ⸣ル　⸣クトー　⸣ナルン"]	["x","htm_21035.wav"]	["トゥ⸢ルッサイ⸣ル　⸣クトー　⸣ナルン","トゥ⸢ルッサイ⸣ル　⸣クトー　⸣ナルン"]
2	21034	["x","htm_21034.wav"]	["⸢ミン⸣バ　トゥ⸢ルッサイ⸣ルンティ　⸢スンドゥ⸣　ムッ⸢トゥ⸣　トゥ⸢ルッサイララ⸣ヌ"]	["x","htm_21034.wav"]	["⸢ミン⸣バ　トゥ⸢ルッサイ⸣ルンティ　⸢スンドゥ⸣　ムッ⸢トゥ⸣　トゥ⸢ルッサイララ⸣ヌ","⸢ミン⸣バ　トゥ⸢ルッサイ⸣ルンティ　⸢スンドゥ⸣　ムッ⸢トゥ⸣　トゥ⸢ルッサイララ⸣ヌ"]
2	20679	["htm_20679.wav","x"]	["⸣アイブ　⸣クトゥン　ア⸢リ⸣ル　⸢ブーヌ⸣　ドゥッ⸢トゥ⸣　ミ⸢ジラサ⸣ヌ　ナ⸢ラン⸣サー"]	["htm_20679.wav","x"]	["⸣アイブ　⸣クトゥン　ア⸢リ⸣ル　⸢ブーヌ⸣　ドゥッ⸢トゥ⸣　ミ⸢ジラサ⸣ヌ　ナ⸢ラン⸣サー","⸣アイブ　⸣クトゥン　ア⸢リ⸣ル　⸢ブーヌ⸣　ドゥッ⸢トゥ⸣　ミ⸢ジラサ⸣ヌ　ナ⸢ラン⸣サー"]
2	20598	["x","htm_20598.wav"]	["トゥ⸢シ⸣ヌ　⸣クーティル　⸣アル　ッ⸢サン⸣　クトゥ　ア⸢ティンガーラン⸣　ク⸢トゥ⸣ヌ　⸣アルカー　⸣シザウヤンケーン⸢ナー⸣ニ　⸢トゥイ⸣　シ⸢キ⸣バ"]	["x","htm_20598.wav"]	["トゥ⸢シ⸣ヌ　⸣クーティル　⸣アル　ッ⸢サン⸣　クトゥ　ア⸢ティンガーラン⸣　ク⸢トゥ⸣ヌ　⸣アルカー　⸣シザウヤンケーン⸢ナー⸣ニ　⸢トゥイ⸣　シ⸢キ⸣バ","トゥ⸢シ⸣ヌ　⸣クーティル　⸣アル　ッ⸢サン⸣　クトゥ　ア⸢ティンガーラン⸣　ク⸢トゥ⸣ヌ　⸣アルカー　⸣シザウヤンケーン⸢ナー⸣ニ　⸢トゥイ⸣　シ⸢キ⸣バ"]
2	20596	["x","htm_20596.wav"]	["ウ⸢レー⸣　トゥ⸢ジ⸣　トゥメーンカヤー"]	["x","htm_20596.wav"]	["ウ⸢レー⸣　トゥ⸢ジ⸣　トゥメーンカヤー","ウ⸢レー⸣　トゥ⸢ジ⸣　トゥメーンカヤー"]
2	20592	["x","htm_20592.wav"]	["トゥ⸢ジッふァ⸣　シゥ⸢カ⸣ナウンティ　⸢ギーバリ　ベー"]	["x","htm_20592.wav"]	["トゥ⸢ジッふァ⸣　シゥ⸢カ⸣ナウンティ　⸢ギーバリ　ベー","トゥ⸢ジッふァ⸣　シゥ⸢カ⸣ナウンティ　⸢ギーバリ　ベー"]
2	20589	["x","htm_20589.wav"]	["⸣トゥシドゥシヌ　キ⸢ザルヌ⸣　ン⸢ジマイ⸣ヤー　⸢バシキランドー⸣シ　ウ⸢サミ⸣リ"]	["x","htm_20589.wav"]	["⸣トゥシドゥシヌ　キ⸢ザルヌ⸣　ン⸢ジマイ⸣ヤー　⸢バシキランドー⸣シ　ウ⸢サミ⸣リ","⸣トゥシドゥシヌ　キ⸢ザルヌ⸣　ン⸢ジマイ⸣ヤー　⸢バシキランドー⸣シ　ウ⸢サミ⸣リ"]
2	20512	["x","htm_20512.wav"]	["ウ⸢ヤ⸣バ　⸢タン⸣ガ　ヌ⸢カ⸣シティ　⸢ワー⸣　ドゥ⸢クードゥク⸣　ンジ　パ⸢ラリン"]	["x","htm_20512.wav"]	["ウ⸢ヤ⸣バ　⸢タン⸣ガ　ヌ⸢カ⸣シティ　⸢ワー⸣　ドゥ⸢クードゥク⸣　ンジ　パ⸢ラリン","ウ⸢ヤ⸣バ　⸢タン⸣ガ　ヌ⸢カ⸣シティ　⸢ワー⸣　ドゥ⸢クードゥク⸣　ンジ　パ⸢ラリン"]
2	20511	["x","htm_20511.wav"]	["ドゥ⸢クードゥク⸣　アイブー　ク⸢トゥ⸣ヌ　ナルン⸢トゥー"]	["x","htm_20511.wav"]	["ドゥ⸢クードゥク⸣　アイブー　ク⸢トゥ⸣ヌ　ナルン⸢トゥー","ドゥ⸢クードゥク⸣　アイブー　ク⸢トゥ⸣ヌ　ナルン⸢トゥー"]
2	20349	["x","htm_20349.wav"]	["トゥ⸢ナミ⸣リ"]	["x","htm_20349.wav"]	["トゥ⸢ナミ⸣リ","トゥ⸢ナミ⸣リ"]
2	20348	["x","htm_20348.wav"]	["トゥ⸢ナミ⸣ル　⸣クトゥ"]	["x","htm_20348.wav"]	["トゥ⸢ナミ⸣ル　⸣クトゥ","トゥ⸢ナミ⸣ル　⸣クトゥ"]
2	20347	["x","htm_20347.wav"]	["⸢グスク⸣ヌ　タ⸢カ⸣サ　トゥ⸢ナミ⸣ルン"]	["x","htm_20347.wav"]	["⸢グスク⸣ヌ　タ⸢カ⸣サ　トゥ⸢ナミ⸣ルン","⸢グスク⸣ヌ　タ⸢カ⸣サ　トゥ⸢ナミ⸣ルン"]
2	20338	["htm_20338.wav","x"]	["⸣シンタヌ　⸢トゥーナカ⸣ナール　イ⸢ガメー⸣　ン⸢ゾーッタ⸣ル"]	["htm_20338.wav","x"]	["⸣シンタヌ　⸢トゥーナカ⸣ナール　イ⸢ガメー⸣　ン⸢ゾーッタ⸣ル","⸣シンタヌ　⸢トゥーナカ⸣ナール　イ⸢ガメー⸣　ン⸢ゾーッタ⸣ル"]
2	20337	["htm_20337.wav","x"]	["⸢トゥーナカー　ナーラサ⸣リ　⸣パリ　⸢ナー⸣ヌ"]	["htm_20337.wav","x"]	["⸢トゥーナカー　ナーラサ⸣リ　⸣パリ　⸢ナー⸣ヌ","⸢トゥーナカー　ナーラサ⸣リ　⸣パリ　⸢ナー⸣ヌ"]
2	20334	["htm_20334.wav","x"]	["ニ⸢ビターリティ　ピッ⸣チン　⸢ドゥー⸣ナイ　⸢サンバン"]	["htm_20334.wav","x"]	["ニ⸢ビターリティ　ピッ⸣チン　⸢ドゥー⸣ナイ　⸢サンバン","ニ⸢ビターリティ　ピッ⸣チン　⸢ドゥー⸣ナイ　⸢サンバン"]
2	20333	["htm_20333.wav","x"]	["ク⸢シ⸣　ヤ⸢マ⸣シティ　ニ⸢ビッタルニビバ　シー　ドゥーナイ⸣ユンツァン　⸢シーユーサヌ"]	["htm_20333.wav","x"]	["ク⸢シ⸣　ヤ⸢マ⸣シティ　ニ⸢ビッタルニビバ　シー　ドゥーナイ⸣ユンツァン　⸢シーユーサヌ","ク⸢シ⸣　ヤ⸢マ⸣シティ　ニ⸢ビッタルニビバ　シー　ドゥーナイ⸣ユンツァン　⸢シーユーサヌ"]
2	20198	["x","htm_20198.wav"]	["ウ⸢レー　サッ⸣コー　⸢テー⸣ファー⸢ダー"]	["x","htm_20198.wav"]	["ウ⸢レー　サッ⸣コー　⸢テー⸣ファー⸢ダー","ウ⸢レー　サッ⸣コー　⸢テー⸣ファー⸢ダー"]
